column_name,min,max
c59c1380-873d-4ab2-b1cf-b29300ac4f72,68.61500000000001,316.0
49fa9921-5ff8-436b-be58-b29300ac4f73,68.0575,313.75
c5a497de-72a2-4a2a-8005-b29300ac4e2b,98.399995803833,175.19999313354492
ece7a129-51be-4cd7-a9ae-b29300ac4e2c,96.79999732971191,171.9999961853027
259734a5-e085-429d-a8e8-b29300ac5c12,109.99999471664428,181.1999969482422
67335b2c-ac88-4dbb-b6c1-b29300ac4f90,94.39999961853027,230.79999879837035
a5137c9e-9235-418c-aa84-b29300ac4f91,94.0,227.19999841690063
8cc95412-4a2a-4253-8e26-b29300ac4f94,133.1999969482422,176.39999771118164
5301786e-6cd0-4de7-956f-b29300ac4f95,135.9999961853027,201.1999931335449
7268a03c-c397-4e02-a58d-b29300ac4f8e,95.5999984741211,157.59999465942383
cf67e9d8-039d-4c71-89ed-b29300ac5c14,39.80000019073486,78.79999732971191
17ba542d-8cd6-4b15-ba24-b29300ac5c15,40.79999923706055,80.99999809265137
e3066f6f-b0fc-4bc5-9d69-b29300ac5c16,16.962499618530273,33.93749809265137
c15b2335-b017-4259-a567-b29300ac5c17,17.449999442100523,33.68462409019471
