Timestamp,73a26cf5-8767-4340-b7f3-b29400bd1b7c,aa5a76dd-74da-4aeb-a094-b29300ac591f,a929700b-ea59-4528-ad11-b29300ac4c79
2025-03-01 11:49:00+00:00,,814.8295288085938,81.84000142415364
2025-03-01 11:50:00+00:00,,832.9010772705078,82.32999992370605
2025-03-01 11:51:00+00:00,,861.4806671142578,82.14999961853027
2025-03-01 11:52:00+00:00,,844.1238403320312,82.13500022888184
2025-03-01 11:53:00+00:00,,998.3302917480469,81.82000160217285
2025-03-01 11:54:00+00:00,,875.8933868408203,81.96750068664551
2025-03-01 11:55:00+00:00,,752.6906280517578,82.28000068664551
2025-03-01 11:56:00+00:00,,928.9691009521484,82.54749870300293
2025-03-01 11:57:00+00:00,,865.4972534179688,82.7450008392334
2025-03-01 11:58:00+00:00,,911.7243347167969,82.57999992370605
2025-03-01 11:59:00+00:00,,903.1171569824219,82.90999794006348
2025-03-01 12:00:00+00:00,,794.5338134765625,82.78250312805176
2025-03-01 12:01:00+00:00,,842.2041625976562,82.23249816894531
2025-03-01 12:02:00+00:00,,865.7077026367188,82.93499946594238
2025-03-01 12:03:00+00:00,,841.7210845947266,82.74250030517578
2025-03-01 12:04:00+00:00,,991.7010955810547,82.58250045776367
2025-03-01 12:05:00+00:00,,867.5357208251953,82.60500144958496
2025-03-01 12:06:00+00:00,,932.0350952148438,83.45750045776367
2025-03-01 12:07:00+00:00,,931.1269226074219,83.26499938964844
2025-03-01 12:08:00+00:00,,840.2086944580078,83.82499885559082
2025-03-01 12:09:00+00:00,,838.1605072021484,83.7700023651123
2025-03-01 12:10:00+00:00,,734.4186420440674,84.85499954223633
2025-03-01 12:11:00+00:00,,-4.001667261123657,83.66250038146973
2025-03-01 12:12:00+00:00,,-4.0684298276901245,82.72249794006348
2025-03-01 12:13:00+00:00,,-4.079050421714783,79.6875
2025-03-01 12:14:00+00:00,,-4.0804548263549805,75.91250228881836
2025-03-01 12:15:00+00:00,,-4.097385883331299,72.79500198364258
2025-03-01 12:16:00+00:00,,-4.07274854183197,70.46750068664551
2025-03-01 12:17:00+00:00,,380.3454681634903,69.15999984741211
2025-03-01 12:18:00+00:00,,803.9981231689453,67.16250038146973
2025-03-01 12:19:00+00:00,,823.1552124023438,67.02000045776367
2025-03-01 12:20:00+00:00,,956.2196960449219,69.76500129699707
2025-03-01 12:21:00+00:00,,862.5074768066406,70.79500007629395
2025-03-01 12:22:00+00:00,,904.4063110351562,72.5674991607666
2025-03-01 12:23:00+00:00,,849.0991973876953,72.91749954223633
2025-03-01 12:24:00+00:00,,888.873046875,73.38750076293945
2025-03-01 12:25:00+00:00,,837.6239013671875,73.95750045776367
2025-03-01 12:26:00+00:00,,951.2598114013672,74.30500030517578
2025-03-01 12:27:00+00:00,,800.0802154541016,74.53000068664551
2025-03-01 12:28:00+00:00,,960.452880859375,75.03750038146973
2025-03-01 12:29:00+00:00,,820.5141296386719,75.37249755859375
2025-03-01 12:30:00+00:00,,1039.836196899414,75.77499961853027
2025-03-01 12:31:00+00:00,,956.4382629394531,75.59250068664551
2025-03-01 12:32:00+00:00,,767.1456451416016,76.24249839782715
2025-03-01 12:33:00+00:00,,885.7234191894531,76.52249908447266
2025-03-01 12:34:00+00:00,,899.7808074951172,77.03999900817871
2025-03-01 12:35:00+00:00,,877.6449584960938,77.39000129699707
2025-03-01 12:36:00+00:00,,864.3923645019531,77.21750068664551
2025-03-01 12:37:00+00:00,,876.6557159423828,77.5374984741211
2025-03-01 12:38:00+00:00,,864.2390899658203,77.8700008392334
2025-03-01 12:39:00+00:00,,883.8863677978516,78.14499855041504
2025-03-01 12:40:00+00:00,,885.2002105712891,78.45999908447266
2025-03-01 12:41:00+00:00,,924.3043060302734,78.48250007629395
2025-03-01 12:42:00+00:00,,884.6457061767578,78.99250030517578
2025-03-01 12:43:00+00:00,,828.6885223388672,78.9900016784668
2025-03-01 12:44:00+00:00,,951.2900848388672,79.40999984741211
2025-03-01 12:45:00+00:00,,803.9666137695312,79.60000038146973
2025-03-01 12:46:00+00:00,,847.3317565917969,80.36499977111816
2025-03-01 12:47:00+00:00,,879.8097686767578,79.81999969482422
2025-03-01 12:48:00+00:00,,906.8017883300781,80.21500015258789
2025-03-01 12:49:00+00:00,,897.7183074951172,80.2125015258789
2025-03-01 12:50:00+00:00,,921.3000946044922,80.54999923706055
2025-03-01 12:51:00+00:00,,959.1216735839844,81.17749977111816
2025-03-01 12:52:00+00:00,,908.8636779785156,81.14499855041504
2025-03-01 12:53:00+00:00,,881.9413909912109,81.18999862670898
2025-03-01 12:54:00+00:00,,899.95263671875,81.9375
2025-03-01 12:55:00+00:00,,865.8525390625,81.62750053405762
2025-03-01 12:56:00+00:00,,948.9518737792969,82.04500007629395
2025-03-01 12:57:00+00:00,,864.0957641601562,82.52000045776367
2025-03-01 12:58:00+00:00,,805.4284820556641,83.35500144958496
2025-03-01 12:59:00+00:00,,883.9040069580078,83.3950023651123
2025-03-01 13:00:00+00:00,,902.5930023193359,83.39999961853027
2025-03-01 13:01:00+00:00,,949.0108642578125,83.07500076293945
2025-03-01 13:02:00+00:00,,851.2829132080078,83.68500137329102
2025-03-01 13:03:00+00:00,,931.0004119873047,84.08500099182129
2025-03-01 13:04:00+00:00,,839.7348175048828,83.68499946594238
2025-03-01 13:05:00+00:00,,52.506871432065964,84.625
2025-03-01 13:06:00+00:00,,-4.062150716781616,84.49249839782715
2025-03-01 13:07:00+00:00,,-4.053020000457764,81.92749977111816
2025-03-01 13:08:00+00:00,,-4.093487560749054,79.14749908447266
2025-03-01 13:09:00+00:00,,-4.024714827537537,76.57250022888184
2025-03-01 13:10:00+00:00,,-4.040007591247559,74.03250122070312
2025-03-01 13:11:00+00:00,,-4.018172979354858,71.35750007629395
2025-03-01 13:12:00+00:00,,146.29904943704605,69.04499816894531
2025-03-01 13:13:00+00:00,,857.3982086181641,67.14500045776367
2025-03-01 13:14:00+00:00,,839.1549224853516,65.95750045776367
2025-03-01 13:15:00+00:00,,938.4839935302734,68.26499938964844
2025-03-01 13:16:00+00:00,,881.5158843994141,70.79749870300293
2025-03-01 13:17:00+00:00,,824.9264678955078,71.48500061035156
2025-03-01 13:18:00+00:00,,905.3465118408203,72.90999984741211
2025-03-01 13:19:00+00:00,,865.6307220458984,73.56250190734863
2025-03-01 13:20:00+00:00,,815.4663391113281,74.43999862670898
2025-03-01 13:21:00+00:00,,932.0722351074219,74.80500030517578
2025-03-01 13:22:00+00:00,,878.3025512695312,75.28250122070312
2025-03-01 13:23:00+00:00,,804.3589172363281,76.21000099182129
2025-03-01 13:24:00+00:00,,913.5454711914062,76.91749954223633
2025-03-01 13:25:00+00:00,,825.7552337646484,77.06500053405762
2025-03-01 13:26:00+00:00,,873.5668792724609,77.8650016784668
2025-03-01 13:27:00+00:00,,928.0077667236328,78.35250091552734
2025-03-01 13:28:00+00:00,,924.4909973144531,79.22000122070312
2025-03-01 13:29:00+00:00,,841.1618347167969,80.07250022888184
2025-03-01 13:30:00+00:00,,934.6253967285156,80.36750030517578
