column_name,min,max
46dd3cf8-6476-46d1-b920-b29300ac4660,0.0,19.54999906539917
ef345c67-a29b-4d63-81ea-b29300ac4970,0.0,497.599983215332
c03ea409-df5a-43e3-a249-b29300ac4661,0.0,191.5999984741211
704ef947-7892-4c46-b8a0-b29300ac4665,21.699999809265137,25.37499952316284
d3f17e16-0c25-4fef-9a19-b29300ac4666,22.241999950408935,29.06249952316284
445f9819-3678-4082-8a64-b29300ac466c,27.59999895095825,46.69999885559082
0a29d563-cbaf-4aa0-b4a1-b29300ac466a,4.869999885559082,5.482499837875366
4794c1e0-aaf3-4113-a264-b29300ac4670,27.18749952316284,45.357998695373524
7ec48425-26ee-46ba-bde4-b29300ac466d,4.412499904632568,5.359999895095825
6d30e089-fde2-40be-9b72-b29300ac4673,27.06249952316284,40.23299930572509
fe09ab98-2b3b-4baa-a8d7-b29300ac4671,4.442499876022339,5.5490998554229725
6aea184d-3f31-4c2b-9be4-b29300ac4677,28.08749866485596,50.26249946594238
f08714eb-c1fb-4756-808a-b29300ac4675,4.334999918937683,5.494999885559082
78d06ce0-dc7b-4238-94d3-b29300ac4972,0.0,581.25
9f0a3ddf-24e4-498d-a4d7-b29300ac4667,0.0,72.87499809265137
12260592-878c-4e8f-970e-b29300ac4669,0.0,73.27499771118164
bfb54469-36d0-42ab-836e-b29300ac4ade,0.0,591.0
c68e9c07-b678-4773-b8b0-b29300ac4678,21.749999046325684,27.94999933242798
1f77f691-9b5a-414e-ad38-b29300ac4679,0.0,152.79999542236328
9243c627-4735-40a8-9033-b29300ac467b,5.304999947547913,7.342499732971191
e55d1039-3c37-4fc8-86d0-b29300ac467c,5.189999862909317,7.442499876022339
50cf0e26-1b9b-44ba-a172-b29300ac467d,5.119999885559082,7.159074870347979
4403ea8c-5272-4219-9db4-b29300ac467e,5.504349817037583,7.797499775886536
6458f97f-e810-4083-b959-b29300ac521c,0.0,0.0
572684db-fd14-4127-9107-b29300ac467f,0.0,125.99999618530272
ccaf7d34-e8c9-4b15-bc05-b29300ac4681,0.0,231.5999984741211
74ecfe5d-a679-42db-8750-b29300ac4682,57.42499828338623,109.71574359893802
ceeafc92-9c3c-466a-bdb1-b29300ac4684,61.39999675750733,114.04999853134156
81a386bb-0c15-4d5a-840f-b29300ac534c,13.087499468326568,17.07499933242798
f2ad563b-d4c6-448f-82f9-b29300ac47c7,3.2024998885393146,3.914999842643738
7d196773-0aca-4572-a152-b29300ac5338,0.0,6.819999889135361
27174fef-629b-40f0-874c-b29300ac5334,0.0,6.5249998569488525
a1e2d6e6-f0e9-41e6-bb13-b29300ac5336,0.0,6.646574747562411
c4c100fb-d3ab-4055-bac4-b29300ac5333,0.0,6.599999785423279
f11c3a09-924b-49ad-bc95-b29300ac5335,0.0,7.304999828338623
d862051d-605e-40f3-b8da-b29300ac5332,0.0,6.349999785423279
622b1218-caa4-43b6-8099-b29300ac5339,0.0,1.862500011920929
c29f3430-cf79-414e-a2c2-b29300ac533b,0.0,1.909999966621399
84635d6d-8953-4b55-a190-b29300ac533a,0.0,5.826574964523318
3997ef69-4c8f-45e5-a997-b29300ac533c,0.0,6.582224899530418
4cf12d46-ad2b-47fc-9134-b29300ac5345,1.934999942779541,1.96999990940094
43760f10-95a9-4a05-8231-b29300ac5347,0.0,1.8499999046325684
7923ef42-a1be-49ab-860b-b29300ac5346,0.0,5.877499892711639
e4b13fb6-f09b-420b-91fe-b29300ac5348,0.0,6.140599950122828
ddf7c761-50e6-4ee8-a730-b29300ac533f,0.0,2.0199999809265137
1595236b-64b4-465a-a0de-b29300ac5341,2.0299999713897705,2.044999957084656
d15fad74-7c03-49f4-94c3-b29300ac5340,0.0,5.69904995203018
9729df02-00da-4e37-b694-b29300ac5342,0.0,6.291549804210661
df296a82-eab5-40fa-8cb3-b29300ac565d,0.0,274.25
1c945d0e-aa1b-481e-b1aa-b29300ac565e,0.0,269.0
5ccc92cd-10c0-4b0d-9276-b29300ac534a,0.0,340.99999237060547
b5254281-255c-4c3d-a90d-b29300ac4305,0.0,208.3999938964844
126b9a6b-5f6e-497b-86c8-b29300ac465f,0.0,32.09999924659729
32726436-5177-4db7-8b4e-b29300ac468a,0.0,10.432499885559082
8d53cb32-3a40-4703-8f11-b29300ac468b,0.0,26.712498960494997
d8bf23a7-bda9-4c6b-9c74-b29300ac521e,0.0,4.53249979019165
b0f181fd-11c7-4ad9-b35f-b29300ac5220,0.0,3.619999885559082
1bd73ecb-863d-44f1-ab2c-b29300ac5221,0.0,3.6524998545646663
5f88b674-d405-47fe-985d-b29300ac5222,0.0,3.6474998593330383
d78fcd59-164a-477c-88e6-b29300ac5223,0.0,3.692499816417694
fff93613-c94e-404c-8af4-b29300ac5224,0.0,3.567499935626984
f9646813-200e-414e-a138-b29300ac5226,0.0,3.619999885559082
1debe932-ab5e-4436-baf7-b29300ac5227,0.0,0.0
df009ad6-ff9b-4f07-bc88-b29300ac44f4,100.399995803833,145.1999969482422
845362c9-4fed-4f7c-8602-b29300ac430a,38.79999923706055,46.39999866485596
09f0721d-4426-4a81-b207-b29300ac430b,45.79999828338623,68.79999923706055
8e8baeef-b12f-425b-bdaa-b29300ac430c,16.44999933242798,22.41249942779541
79b1f614-5231-4623-957f-b29300ac430d,16.749999523162842,22.487499713897705
f758a756-bf2c-45ed-9d2c-b29300ac4cac,0.0,5.584024870395662
055ce7b1-8450-4119-8f6a-b29300ac4caf,0.0,5.956524958610536
b804f852-b8db-410a-a6a2-b29300ac4cb1,0.0,5.191524900197984
166289d1-ce1a-4de7-b069-b29300ac5a92,0.0,4.897499918937683
0dfd0598-3be4-423a-b0be-b29300ac4c8d,0.0,478.0
eaf3cbca-b06e-4254-9ca5-b29300ac4c8e,0.0,478.0
8eb99ff2-3777-43c7-9047-b29300ac5ac0,21.387499809265137,35.15749959945677
e32c0db5-ae9e-4d3c-9a22-b29300ac4e06,0.0,113.99999618530272
c51cd43c-e85b-412a-9b03-b29300ac4e05,0.0,103.999995803833
4a7e8a88-22ee-4b87-84c6-b29300ac5a98,0.0,2.7824999690055847
9a84c50d-6ec3-48b3-bea9-b29300ac5a99,0.0,2.834999918937683
